formula_string,transformation_unit,new_C,new_H,new_O,new_N,new_S,tu_C,tu_H,tu_O,tu_N,tu_S,new_formula
C13 H18 N2 O6,O1,13,18,5,2,0,0,0,1,0,0,C13 H18 N2 O5
C13 H18 N2 O6,H2 O1,13,16,5,2,0,0,2,1,0,0,C13 H16 N2 O5
C13 H18 N2 O6,-C1 -H2 O1,14,20,5,2,0,-1,-2,1,0,0,C14 H20 N2 O5
C13 H18 N2 O6,-H2 O1,13,20,5,2,0,0,-2,1,0,0,C13 H20 N2 O5
C13 H18 N2 O6,O2,13,18,4,2,0,0,0,2,0,0,C13 H18 N2 O4
C13 H18 N2 O6,-H1 O2 N1,13,19,4,1,0,0,-1,2,1,0,C13 H19 N1 O4
C21 H22 O15,O1,21,22,14,0,0,0,0,1,0,0,C21 H22 O14
C21 H22 O15,H2 O1,21,20,14,0,0,0,2,1,0,0,C21 H20 O14
C21 H22 O15,-C1 -H2 O1,22,24,14,0,0,-1,-2,1,0,0,C22 H24 O14
C21 H22 O15,-H2 O1,21,24,14,0,0,0,-2,1,0,0,C21 H24 O14
C21 H22 O15,-H4 O2,21,26,13,0,0,0,-4,2,0,0,C21 H26 O13
C21 H22 O15,O2,21,22,13,0,0,0,0,2,0,0,C21 H22 O13
C13 H6 O8,O1,13,6,7,0,0,0,0,1,0,0,C13 H6 O7
C13 H6 O8,H2 O1,13,4,7,0,0,0,2,1,0,0,C13 H4 O7
C13 H6 O8,-C1 -H2 O1,14,8,7,0,0,-1,-2,1,0,0,C14 H8 O7
C13 H6 O8,-H2 O1,13,8,7,0,0,0,-2,1,0,0,C13 H8 O7
C13 H6 O8,-H1 O1 -N1,13,7,7,1,0,0,-1,1,-1,0,C13 H7 N1 O7
C13 H6 O8,-H4 O2,13,10,6,0,0,0,-4,2,0,0,C13 H10 O6
C13 H6 O8,O2,13,6,6,0,0,0,0,2,0,0,C13 H6 O6
C23 H21 N1 O11,O1,23,21,10,1,0,0,0,1,0,0,C23 H21 N1 O10
C23 H21 N1 O11,H2 O1,23,19,10,1,0,0,2,1,0,0,C23 H19 N1 O10
C23 H21 N1 O11,-C1 -H2 O1,24,23,10,1,0,-1,-2,1,0,0,C24 H23 N1 O10
C23 H21 N1 O11,-H2 O1,23,23,10,1,0,0,-2,1,0,0,C23 H23 N1 O10
C23 H21 N1 O11,-H4 O2,23,25,9,1,0,0,-4,2,0,0,C23 H25 N1 O9
C23 H21 N1 O11,O2,23,21,9,1,0,0,0,2,0,0,C23 H21 N1 O9
C23 H21 N1 O11,-H1 O2 N1,23,22,9,0,0,0,-1,2,1,0,C23 H22 O9
C20 H18 O12,O1,20,18,11,0,0,0,0,1,0,0,C20 H18 O11
C20 H18 O12,H2 O1,20,16,11,0,0,0,2,1,0,0,C20 H16 O11
C20 H18 O12,-C1 -H2 O1,21,20,11,0,0,-1,-2,1,0,0,C21 H20 O11
C20 H18 O12,-H2 O1,20,20,11,0,0,0,-2,1,0,0,C20 H20 O11
C20 H18 O12,-H1 O1 -N1,20,19,11,1,0,0,-1,1,-1,0,C20 H19 N1 O11
C20 H18 O12,-H4 O2,20,22,10,0,0,0,-4,2,0,0,C20 H22 O10
C20 H18 O12,O2,20,18,10,0,0,0,0,2,0,0,C20 H18 O10
C25 H36 O8,O1,25,36,7,0,0,0,0,1,0,0,C25 H36 O7
C25 H36 O8,H2 O1,25,34,7,0,0,0,2,1,0,0,C25 H34 O7
C25 H36 O8,-C1 -H2 O1,26,38,7,0,0,-1,-2,1,0,0,C26 H38 O7
C25 H36 O8,-H2 O1,25,38,7,0,0,0,-2,1,0,0,C25 H38 O7
C25 H36 O8,-H4 O2,25,40,6,0,0,0,-4,2,0,0,C25 H40 O6
C25 H36 O8,O2,25,36,6,0,0,0,0,2,0,0,C25 H36 O6
C22 H28 O7,-H1 O1 -N1,22,29,6,1,0,0,-1,1,-1,0,C22 H29 N1 O6
C22 H28 O7,-H4 O2,22,32,5,0,0,0,-4,2,0,0,C22 H32 O5
C22 H28 O7,O2,22,28,5,0,0,0,0,2,0,0,C22 H28 O5
C26 H34 O8,O1,26,34,7,0,0,0,0,1,0,0,C26 H34 O7
C26 H34 O8,H2 O1,26,32,7,0,0,0,2,1,0,0,C26 H32 O7
C26 H34 O8,-C1 -H2 O1,27,36,7,0,0,-1,-2,1,0,0,C27 H36 O7
C26 H34 O8,-H2 O1,26,36,7,0,0,0,-2,1,0,0,C26 H36 O7
C26 H34 O8,-H4 O2,26,38,6,0,0,0,-4,2,0,0,C26 H38 O6
C26 H34 O8,O2,26,34,6,0,0,0,0,2,0,0,C26 H34 O6
C12 H16 O8,O1,12,16,7,0,0,0,0,1,0,0,C12 H16 O7
C12 H16 O8,H2 O1,12,14,7,0,0,0,2,1,0,0,C12 H14 O7
C12 H16 O8,-C1 -H2 O1,13,18,7,0,0,-1,-2,1,0,0,C13 H18 O7
C12 H16 O8,-H2 O1,12,18,7,0,0,0,-2,1,0,0,C12 H18 O7
C12 H16 O8,-H1 O1 -N1,12,17,7,1,0,0,-1,1,-1,0,C12 H17 N1 O7
C12 H16 O8,-H4 O2,12,20,6,0,0,0,-4,2,0,0,C12 H20 O6
C12 H16 O8,O2,12,16,6,0,0,0,0,2,0,0,C12 H16 O6
C23 H30 O8,O1,23,30,7,0,0,0,0,1,0,0,C23 H30 O7
C23 H30 O8,H2 O1,23,28,7,0,0,0,2,1,0,0,C23 H28 O7
C23 H30 O8,-C1 -H2 O1,24,32,7,0,0,-1,-2,1,0,0,C24 H32 O7
C23 H30 O8,-H2 O1,23,32,7,0,0,0,-2,1,0,0,C23 H32 O7
C23 H30 O8,-H1 O1 -N1,23,31,7,1,0,0,-1,1,-1,0,C23 H31 N1 O7
C23 H30 O8,-H4 O2,23,34,6,0,0,0,-4,2,0,0,C23 H34 O6
C21 H27 N1 O9,O1,21,27,8,1,0,0,0,1,0,0,C21 H27 N1 O8
C21 H27 N1 O9,H2 O1,21,25,8,1,0,0,2,1,0,0,C21 H25 N1 O8
C21 H27 N1 O9,-C1 -H2 O1,22,29,8,1,0,-1,-2,1,0,0,C22 H29 N1 O8
C21 H27 N1 O9,-H2 O1,21,29,8,1,0,0,-2,1,0,0,C21 H29 N1 O8
C21 H27 N1 O9,-H4 O2,21,31,7,1,0,0,-4,2,0,0,C21 H31 N1 O7
C21 H27 N1 O9,O2,21,27,7,1,0,0,0,2,0,0,C21 H27 N1 O7
C12 H20 O7,O1,12,20,6,0,0,0,0,1,0,0,C12 H20 O6
C12 H20 O7,H2 O1,12,18,6,0,0,0,2,1,0,0,C12 H18 O6
C12 H20 O7,-H1 O1 -N1,12,21,6,1,0,0,-1,1,-1,0,C12 H21 N1 O6
C12 H20 O7,-H4 O2,12,24,5,0,0,0,-4,2,0,0,C12 H24 O5
C14 H18 O7 S1,O1,14,18,6,0,1,0,0,1,0,0,C14 H18 O6 S1
C14 H18 O7 S1,H2 O1,14,16,6,0,1,0,2,1,0,0,C14 H16 O6 S1
C14 H18 O7 S1,-C1 -H2 O1,15,20,6,0,1,-1,-2,1,0,0,C15 H20 O6 S1
C14 H18 O7 S1,-H2 O1,14,20,6,0,1,0,-2,1,0,0,C14 H20 O6 S1
C14 H18 O7 S1,-H4 O2,14,22,5,0,1,0,-4,2,0,0,C14 H22 O5 S1
C19 H8 O7,O1,19,8,6,0,0,0,0,1,0,0,C19 H8 O6
C19 H8 O7,-C1 -H2 O1,20,10,6,0,0,-1,-2,1,0,0,C20 H10 O6
C19 H8 O7,-H2 O1,19,10,6,0,0,0,-2,1,0,0,C19 H10 O6
C19 H8 O7,-H4 O2,19,12,5,0,0,0,-4,2,0,0,C19 H12 O5
C17 H9 N1 O5,-H2 O1,17,11,4,1,0,0,-2,1,0,0,C17 H11 N1 O4
C17 H9 N1 O5,-H1 O2 N1,17,10,3,0,0,0,-1,2,1,0,C17 H10 O3
C25 H20 O7 S1,O1,25,20,6,0,1,0,0,1,0,0,C25 H20 O6 S1
C25 H20 O7 S1,-C1 -H2 O1,26,22,6,0,1,-1,-2,1,0,0,C26 H22 O6 S1
C25 H20 O7 S1,-H2 O1,25,22,6,0,1,0,-2,1,0,0,C25 H22 O6 S1
C25 H20 O7 S1,-H4 O2,25,24,5,0,1,0,-4,2,0,0,C25 H24 O5 S1
C10 H8 O4,O1,10,8,3,0,0,0,0,1,0,0,C10 H8 O3
C10 H8 O4,-C1 -H2 O1,11,10,3,0,0,-1,-2,1,0,0,C11 H10 O3
C10 H8 O4,-H1 O1 -N1,10,9,3,1,0,0,-1,1,-1,0,C10 H9 N1 O3
C10 H8 O4,O2,10,8,2,0,0,0,0,2,0,0,C10 H8 O2
C18 H15 N1 O5,O1,18,15,4,1,0,0,0,1,0,0,C18 H15 N1 O4
C18 H15 N1 O5,H2 O1,18,13,4,1,0,0,2,1,0,0,C18 H13 N1 O4
C18 H15 N1 O5,-H2 O1,18,17,4,1,0,0,-2,1,0,0,C18 H17 N1 O4
C18 H15 N1 O5,-H1 O2 N1,18,16,3,0,0,0,-1,2,1,0,C18 H16 O3
C21 H28 O10 S1,O1,21,28,9,0,1,0,0,1,0,0,C21 H28 O9 S1
C21 H28 O10 S1,-C1 -H2 O1,22,30,9,0,1,-1,-2,1,0,0,C22 H30 O9 S1
C21 H28 O10 S1,-H2 O1,21,30,9,0,1,0,-2,1,0,0,C21 H30 O9 S1
C21 H28 O10 S1,-H4 O2,21,32,8,0,1,0,-4,2,0,0,C21 H32 O8 S1
C20 H30 O8,O1,20,30,7,0,0,0,0,1,0,0,C20 H30 O7
C20 H30 O8,H2 O1,20,28,7,0,0,0,2,1,0,0,C20 H28 O7
C20 H30 O8,-C1 -H2 O1,21,32,7,0,0,-1,-2,1,0,0,C21 H32 O7
C20 H30 O8,-H2 O1,20,32,7,0,0,0,-2,1,0,0,C20 H32 O7
C20 H30 O8,-H1 O1 -N1,20,31,7,1,0,0,-1,1,-1,0,C20 H31 N1 O7
C20 H30 O8,-H4 O2,20,34,6,0,0,0,-4,2,0,0,C20 H34 O6
C20 H30 O8,O2,20,30,6,0,0,0,0,2,0,0,C20 H30 O6
C14 H12 O3,O1,14,12,2,0,0,0,0,1,0,0,C14 H12 O2
C14 H12 O3,H2 O1,14,10,2,0,0,0,2,1,0,0,C14 H10 O2
C14 H12 O3,-C1 -H2 O1,15,14,2,0,0,-1,-2,1,0,0,C15 H14 O2
C14 H12 O3,-H2 O1,14,14,2,0,0,0,-2,1,0,0,C14 H14 O2
C14 H12 O3,-H1 O1 -N1,14,13,2,1,0,0,-1,1,-1,0,C14 H13 N1 O2
C14 H12 O3,-H4 O2,14,16,1,0,0,0,-4,2,0,0,C14 H16 O1
C29 H32 O9,O1,29,32,8,0,0,0,0,1,0,0,C29 H32 O8
C29 H32 O9,-H2 O1,29,34,8,0,0,0,-2,1,0,0,C29 H34 O8
C29 H32 O9,-H4 O2,29,36,7,0,0,0,-4,2,0,0,C29 H36 O7
C16 H23 N1 O4,O1,16,23,3,1,0,0,0,1,0,0,C16 H23 N1 O3
C16 H23 N1 O4,H2 O1,16,21,3,1,0,0,2,1,0,0,C16 H21 N1 O3
C16 H23 N1 O4,-H1 O2 N1,16,24,2,0,0,0,-1,2,1,0,C16 H24 O2
C27 H30 O8,O1,27,30,7,0,0,0,0,1,0,0,C27 H30 O7
C27 H30 O8,H2 O1,27,28,7,0,0,0,2,1,0,0,C27 H28 O7
C27 H30 O8,-C1 -H2 O1,28,32,7,0,0,-1,-2,1,0,0,C28 H32 O7
C24 H20 O12,O1,24,20,11,0,0,0,0,1,0,0,C24 H20 O11
C24 H20 O12,H2 O1,24,18,11,0,0,0,2,1,0,0,C24 H18 O11
C24 H20 O12,-C1 -H2 O1,25,22,11,0,0,-1,-2,1,0,0,C25 H22 O11
C24 H20 O12,-H2 O1,24,22,11,0,0,0,-2,1,0,0,C24 H22 O11
C24 H20 O12,-H1 O1 -N1,24,21,11,1,0,0,-1,1,-1,0,C24 H21 N1 O11
C24 H20 O12,-H4 O2,24,24,10,0,0,0,-4,2,0,0,C24 H24 O10
C24 H20 O12,O2,24,20,10,0,0,0,0,2,0,0,C24 H20 O10
C12 H13 N1 O3,O1,12,13,2,1,0,0,0,1,0,0,C12 H13 N1 O2
C12 H13 N1 O3,H2 O1,12,11,2,1,0,0,2,1,0,0,C12 H11 N1 O2
C12 H13 N1 O3,-C1 -H2 O1,13,15,2,1,0,-1,-2,1,0,0,C13 H15 N1 O2
C12 H13 N1 O3,-H2 O1,12,15,2,1,0,0,-2,1,0,0,C12 H15 N1 O2
C12 H13 N1 O3,-H1 O1 -N1,12,14,2,2,0,0,-1,1,-1,0,C12 H14 N2 O2
